ID,Category,Issue,Symptoms,Solution Steps,Severity,Estimated Resolution Time,Common Causes,Keywords,Urdu Solution,Documentation Link
9443,Mobile Devices,iPhone not charging - Variant 25,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,30 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9444,Mobile Devices,iPhone not charging - Variant 20,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,22 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9445,Mobile Devices,iPhone not charging - Variant 9,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,1 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9446,Mobile Devices,iPhone not charging - Variant 8,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,48 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9447,Mobile Devices,iPhone not charging - Variant 15,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,4 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9448,Mobile Devices,iPhone not charging - Variant 8,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,13 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9449,Mobile Devices,iPhone not charging - Variant 25,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,7 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9450,Mobile Devices,iPhone not charging - Variant 19,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,22 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9451,Mobile Devices,iPhone not charging - Variant 46,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,46 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9452,Mobile Devices,iPhone not charging - Variant 2,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,14 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9453,Mobile Devices,iPhone not charging - Variant 50,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,27 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9454,Mobile Devices,iPhone not charging - Variant 11,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,24 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9455,Mobile Devices,iPhone not charging - Variant 20,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,16 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9456,Mobile Devices,iPhone not charging - Variant 34,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,23 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9457,Mobile Devices,iPhone not charging - Variant 8,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,6 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9458,Mobile Devices,iPhone not charging - Variant 28,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,6 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9459,Mobile Devices,iPhone not charging - Variant 33,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,12 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9460,Mobile Devices,iPhone not charging - Variant 33,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,45 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9461,Mobile Devices,iPhone not charging - Variant 41,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,47 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9462,Mobile Devices,iPhone not charging - Variant 49,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Low,23 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9463,Mobile Devices,iPhone not charging - Variant 12,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,17 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9464,Mobile Devices,iPhone not charging - Variant 3,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,26 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9465,Mobile Devices,iPhone not charging - Variant 33,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,26 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9466,Mobile Devices,iPhone not charging - Variant 32,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",High,31 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
9467,Mobile Devices,iPhone not charging - Variant 32,Device not charging despite being plugged in,"Clean charging port, use a different cable, restart iPhone",Medium,48 hours,"Typical configuration error, outdated software, or user action","mobile devices, iphone, device not charging despite being plugged in","حل: Clean charging port, use a different cable, restart iPhone",https://support.google.com/android/community?hl=en&help_center_link=CPnwogESL0ZpeCBhbiBpbnN0YWxsZWQgQW5kcm9pZCBhcHAgdGhhdCBpc24ndCB3b3JraW5n&sjid=17081148432326326751-EU
